Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
629. Властелин колец: Две крепости,8.8,,N/A,8000000,Unknown,87.0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",Excellent,Excellent
630. Перед рассветом,8.1,,N/A,350000,Unknown,78.0,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Excellent,Good
631. Святая Гора,7.7,,N/A,49000,Unknown,76.0,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Good,Good
632. Великолепие в траве,7.7,,N/A,23000,Unknown,74.0,"The love of high school sweethearts Deanie and Bud is weighed down by the oppressive expectations of their parents and society in smalltown Kansas in 1928, threatening the future of their relationship.",Good,Good
633. Джентльменское соглашение,7.2,,N/A,18000,Unknown,0.0,"A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.",Good,Good
634. Мост,8.0,,N/A,9000,Unknown,0.0,"In 1945, Germany is being overrun, and nobody is left to fight but teenagers.",Excellent,Excellent
635. На игле,8.1,,N/A,739000,Unknown,83.0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",Excellent,Good
636. Скованные одной цепью,7.6,,N/A,18000,Unknown,69.0,"Two chained-together escaped convicts, one White and one Black, must learn to get along in order to elude capture.",Good,Good
637. Навсикая из Долины ветров,8.0,,N/A,187000,Unknown,86.0,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,Excellent,Excellent
638. Гости издалека,8.5,,N/A,1000,Unknown,83.0,"7,000 passengers are stranded after the 9/11 terrorist attacks in a small town in Newfoundland, where they were housed and welcomed. Filmed live on stage at the Gerald Schoenfeld Theater in New York City.",Excellent,Excellent
639. Тонкая красная линия,7.6,,N/A,203000,Unknown,78.0,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Good,Good
640. Лучшие из молодых,8.5,,N/A,24000,Unknown,89.0,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,Excellent,Excellent
641. Малышка на миллион,8.1,,N/A,734000,Unknown,86.0,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",Excellent,Good
642. Моя левая нога,7.8,,N/A,81000,Unknown,97.0,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Good,Good
643. Лето соула,8.0,,N/A,14000,Unknown,96.0,Documentary about the legendary 1969 Harlem Cultural Festival which celebrated African-American music and culture and promoted Black pride and unity.,Excellent,Good
644. Олдбой,8.3,,N/A,658000,Unknown,78.0,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",Excellent,Excellent
645. Время свинга,7.5,,N/A,15000,Unknown,91.0,"Roguish gambler/dancer ""Lucky"" Garnett is challenged by his fiance's father to come up with $25,000 to prove he's worthy of her hand. But after he falls in love with a dance instructor, Lucky'll do anything to keep from earning the bucks.",Good,Good
646. Балканский шпион,8.8,,N/A,13000,Unknown,0.0,"Convinced that his subtenant is a spy and an enemy of the state, a man falls into deep paranoia which leads to absurd and destructive chain of events.",Excellent,Excellent
647. Если...,7.4,,N/A,26000,Unknown,0.0,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England.",Good,Good
648. Ночи в стиле буги,7.9,,N/A,287000,Unknown,86.0,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,Good,Good
649. Бэмби,7.3,,N/A,157000,Unknown,91.0,The story of a young deer growing up in the forest.,Good,Good
650. Плоды случайности,7.9,,N/A,6000,Unknown,62.0,"An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life.",Good,Good
651. Нити,8.0,,N/A,23000,Unknown,92.0,"The effects of a nuclear holocaust on the working class city of Sheffield, England and the eventual long-term effects of nuclear war on civilization.",Excellent,Good
652. Побег,7.9,,N/A,20000,Unknown,91.0,"A man look back over his life as he grapples with a painful secret he has keep hidden for 20 years, one that threatens to derail the life he has built for himself and his soon to be husband.",Good,Good
653. Мужское-женское,7.4,,N/A,18000,Unknown,93.0,"A romance between young Parisians, shown through a series of vignettes.",Good,Good
654. Пигмалион,7.7,,N/A,9000,Unknown,0.0,A phonetics and diction expert makes a bet that he can teach a cockney flower girl to speak proper English and pass as a lady in high society.,Good,Good
655. Он,7.9,,N/A,7000,Unknown,0.0,"A husband's suave exterior unravels after his marriage, and he unleashes his paranoid and volatile temper on his wife, which escalates to more dangerous and unpredictable tantrums.",Good,Good
656. Человек дождя,8.0,,N/A,556000,Unknown,65.0,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance.",Excellent,Excellent
"657. Чем больше, тем веселее",7.6,,N/A,8000,Unknown,0.0,"During the World War II housing shortage in Washington, two men and a woman share a single apartment and the older man plays Cupid to the other two.",Good,Good
658. Горбатая гора,7.7,,N/A,394000,Unknown,87.0,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends.",Good,Good
659. Суспирия,7.3,,N/A,110000,Unknown,79.0,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,Good,Good
660. Торжество,8.0,,N/A,96000,Unknown,82.0,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Excellent,Excellent
"661. Ревущие двадцатые, или Судьба солдата в Америке",7.9,,N/A,16000,Unknown,0.0,Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.,Good,Good
662. 12 лет рабства,8.1,,N/A,753000,Unknown,96.0,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Excellent,Excellent
663. Звезда родилась,7.3,,N/A,11000,Unknown,77.0,"Young Esther Victoria Blodgett comes to Hollywood with dreams of stardom and achieves them only with the help of alcoholic leading man Norman Maine, whose best days are behind him.",Good,Good
664. Сердца тьмы: Апокалипсис кинематографиста,8.1,,N/A,24000,Unknown,0.0,"Documentary that chronicles how Francis Ford Coppola's Апокалипсис сегодня (1979) was plagued by extraordinary script, shooting, budget, and casting problems - nearly destroying the life and career of the celebrated director.",Excellent,Excellent
665. Поздняя осень,7.9,,N/A,3000,Unknown,0.0,A widow tries to marry off her daughter with the help of her late husband's three friends.,Good,Good
666. Меч судьбы,7.9,,N/A,12000,Unknown,0.0,"Through his unconscionable actions against others, a sociopath samurai builds a trail of vendettas that follow him closely.",Good,Good
667. Грозовой перевал,7.5,,N/A,20000,Unknown,0.0,A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,Good,Good
668. В упор,7.3,,N/A,24000,Unknown,86.0,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the money that was stolen from him.",Good,Good
669. Терминатор,8.1,,N/A,947000,Unknown,84.0,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,Excellent,Excellent
670. Харви,7.9,,N/A,59000,Unknown,0.0,"A whimsical man is thought to be insane due to his insistence that he is best friends with an invisible, humanoid rabbit, but he may be wiser than anyone knows.",Good,Good
"671. Без крова, вне закона",7.6,,N/A,14000,Unknown,0.0,"A young woman's body is found frozen in a ditch. Through flashbacks and interviews, we see the events that led to her inevitable death.",Good,Good
672. Годзилла минус один,7.7,,N/A,157000,Unknown,81.0,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",Good,Good
673. Помни,8.4,,N/A,4000000,Unknown,83.0,"Leonard Shelby, an insurance investigator, suffers from anterograde amnesia and uses notes and tattoos to hunt for the man he thinks killed his wife, which is the last thing he remembers.",Excellent,Excellent
674. Английский пациент,7.4,,N/A,206000,Unknown,86.0,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",Good,Good
